label,dwell_seconds,velocity_magnitude,confidence,is_near_door,time_of_day_hour
normal,3.22,0.89,0.86,0.0,8.0
normal,8.36,0.76,0.97,0.0,9.0
normal,9.22,1.54,0.96,0.0,16.0
normal,2.58,0.97,0.82,0.0,11.0
normal,6.98,1.02,0.91,0.0,22.0
normal,1.32,1.07,0.9,0.0,10.0
normal,7.97,1.51,0.89,0.0,11.0
normal,2.37,1.79,0.8,0.0,20.0
normal,4.0,1.06,0.93,0.0,15.0
normal,0.21,1.18,0.86,0.0,21.0
normal,0.91,1.3,0.83,0.0,19.0
normal,0.58,0.8,0.95,0.0,17.0
normal,1.06,0.76,0.77,0.0,11.0
normal,4.95,1.16,0.84,0.0,20.0
normal,1.18,1.2,0.86,0.0,11.0
normal,14.12,0.79,0.88,0.0,19.0
normal,2.63,1.02,0.97,0.0,7.0
normal,3.7,1.37,0.94,0.0,19.0
normal,0.64,1.25,0.97,0.0,9.0
normal,1.99,1.43,0.88,0.0,14.0
normal,2.49,0.7,0.78,0.0,11.0
normal,9.32,1.58,0.71,0.0,20.0
normal,11.02,1.57,0.89,0.0,6.0
normal,1.69,0.84,0.75,0.0,15.0
normal,1.08,0.82,0.74,0.0,21.0
normal,2.78,1.29,0.88,0.0,21.0
normal,2.96,1.06,0.85,0.0,8.0
normal,4.77,1.6,0.77,0.0,6.0
normal,11.95,0.92,0.81,0.0,12.0
normal,15.0,1.36,0.79,0.0,20.0
normal,0.12,1.37,0.77,0.0,13.0
normal,3.04,1.26,0.9,0.0,6.0
normal,7.15,1.49,0.96,0.0,20.0
normal,20.0,1.19,0.79,0.0,12.0
anomaly,284.09,0.1,0.89,1.0,8.0
normal,0.43,1.28,0.94,0.0,22.0
anomaly,60.92,0.19,0.93,0.0,1.0
normal,4.86,1.78,0.98,0.0,14.0
normal,0.79,1.56,0.99,0.0,21.0
normal,0.66,0.78,0.79,0.0,9.0
normal,7.75,1.1,0.95,0.0,19.0
normal,0.38,0.92,0.86,0.0,21.0
normal,1.69,1.18,0.83,0.0,18.0
normal,1.44,0.99,0.88,0.0,21.0
anomaly,7.62,1.32,0.68,0.0,2.0
normal,10.79,1.35,0.92,0.0,20.0
normal,5.52,1.24,0.82,0.0,15.0
normal,20.0,0.9,0.73,0.0,9.0
normal,5.43,0.98,0.99,0.0,12.0
normal,5.13,1.64,0.76,0.0,22.0
normal,6.5,1.27,0.94,0.0,7.0
normal,3.52,1.6,0.84,0.0,11.0
normal,2.13,0.96,0.88,0.0,9.0
normal,0.0,0.65,0.89,0.0,22.0
normal,1.14,1.4,0.9,0.0,21.0
normal,10.41,1.37,0.99,0.0,10.0
normal,11.11,0.97,0.8,0.0,8.0
normal,7.75,0.71,0.8,0.0,22.0
normal,0.9,1.35,0.95,0.0,19.0
normal,4.32,1.48,0.8,0.0,10.0
normal,2.3,0.91,0.84,0.0,18.0
normal,0.14,1.08,0.73,0.0,6.0
normal,2.08,1.28,0.76,0.0,17.0
normal,2.2,1.13,0.75,0.0,12.0
normal,5.18,1.79,0.77,0.0,18.0
normal,1.73,0.64,0.91,0.0,22.0
normal,3.88,1.23,0.81,0.0,8.0
normal,12.59,0.81,0.85,0.0,15.0
normal,0.39,1.22,0.9,0.0,9.0
normal,12.48,0.87,0.84,0.0,21.0
normal,1.53,0.8,0.88,0.0,14.0
normal,4.57,1.31,0.87,0.0,8.0
normal,1.83,0.84,0.93,0.0,22.0
normal,7.08,1.16,0.72,0.0,19.0
normal,8.41,1.44,0.89,0.0,15.0
anomaly,44.31,0.21,0.86,0.0,12.0
normal,11.97,1.54,0.82,0.0,8.0
normal,2.15,1.48,0.87,0.0,9.0
normal,6.42,0.61,0.92,0.0,15.0
normal,0.38,1.42,0.91,0.0,12.0
anomaly,3.13,1.36,0.95,0.0,0.0
normal,0.16,1.37,0.76,0.0,7.0
normal,1.54,1.08,0.71,0.0,10.0
normal,12.11,1.05,0.9,0.0,17.0
normal,1.32,1.08,0.88,0.0,22.0
normal,0.78,0.73,0.73,0.0,12.0
normal,4.49,0.54,0.92,0.0,16.0
normal,13.91,1.53,0.71,0.0,17.0
normal,2.33,1.1,0.83,0.0,8.0
normal,14.21,1.57,1.0,0.0,15.0
normal,2.08,1.45,0.94,0.0,7.0
normal,2.82,1.45,0.72,0.0,12.0
normal,6.85,0.94,0.76,0.0,15.0
normal,1.06,1.66,0.82,0.0,18.0
normal,2.51,0.9,0.88,0.0,11.0
normal,0.84,1.13,0.99,0.0,7.0
normal,3.39,1.03,0.93,0.0,16.0
normal,0.5,1.0,0.84,0.0,12.0
normal,11.35,1.71,0.72,0.0,6.0
normal,1.28,1.26,0.8,0.0,18.0
normal,4.62,0.76,0.74,0.0,18.0
normal,3.34,1.05,0.97,0.0,12.0
normal,1.5,1.5,0.9,0.0,10.0
anomaly,66.04,0.07,0.87,1.0,1.0
normal,0.29,0.91,0.93,0.0,22.0
normal,2.46,1.26,0.81,0.0,6.0
normal,5.33,1.46,0.76,0.0,8.0
normal,2.09,1.08,0.71,0.0,8.0
normal,0.68,1.05,0.82,0.0,9.0
normal,7.77,1.38,0.74,0.0,6.0
normal,7.84,0.92,0.75,0.0,8.0
normal,3.67,1.45,0.87,0.0,20.0
normal,2.55,1.45,0.84,0.0,11.0
normal,1.24,0.67,0.74,0.0,8.0
normal,6.41,0.98,0.72,0.0,7.0
normal,5.74,1.49,0.99,0.0,11.0
anomaly,110.16,0.08,0.67,0.0,22.0
normal,3.89,1.27,0.77,0.0,8.0
normal,1.65,1.35,0.87,0.0,12.0
normal,0.93,0.72,0.97,0.0,19.0
normal,1.29,1.49,0.71,0.0,16.0
normal,1.53,1.69,0.81,0.0,17.0
normal,1.57,1.48,0.83,0.0,22.0
normal,1.46,1.1,0.75,0.0,15.0
normal,5.66,1.4,0.8,0.0,7.0
normal,1.74,0.98,0.79,0.0,9.0
normal,5.36,1.09,0.97,0.0,11.0
normal,11.01,1.55,0.8,0.0,13.0
anomaly,6.18,1.23,0.71,0.0,0.0
normal,2.3,1.14,0.91,0.0,7.0
normal,12.25,1.46,0.96,0.0,17.0
normal,0.85,1.33,0.84,0.0,10.0
normal,1.33,0.95,0.82,0.0,10.0
normal,8.19,0.84,0.99,0.0,19.0
normal,6.38,0.8,0.89,0.0,11.0
normal,0.23,1.42,0.7,0.0,12.0
normal,0.55,0.98,0.76,0.0,9.0
normal,3.51,0.72,0.84,0.0,12.0
normal,2.85,0.61,0.92,0.0,22.0
anomaly,104.47,0.25,0.72,0.0,3.0
normal,0.42,1.07,0.76,0.0,7.0
anomaly,9.27,1.27,0.92,0.0,0.0
normal,14.33,0.99,0.99,0.0,10.0
normal,19.0,0.86,0.79,0.0,19.0
normal,3.93,1.77,0.85,0.0,7.0
normal,1.55,1.19,0.74,0.0,15.0
anomaly,52.91,0.03,0.83,0.0,19.0
normal,0.46,1.12,0.96,0.0,17.0
normal,2.4,0.87,0.81,0.0,18.0
normal,17.4,1.29,0.73,0.0,12.0
normal,1.64,1.68,0.91,0.0,9.0
normal,6.11,1.1,0.91,0.0,9.0
normal,3.52,1.39,0.71,0.0,11.0
normal,3.82,0.93,0.87,0.0,8.0
normal,12.28,1.59,0.97,0.0,9.0
normal,0.01,1.18,0.92,0.0,12.0
normal,11.04,0.55,0.84,0.0,10.0
normal,6.93,1.58,0.81,0.0,20.0
normal,2.19,1.18,0.81,0.0,6.0
normal,0.72,1.56,0.71,0.0,15.0
normal,0.9,1.34,0.79,0.0,17.0
normal,6.12,1.53,0.81,0.0,19.0
normal,9.99,0.93,0.72,0.0,20.0
anomaly,4.99,1.3,0.72,0.0,3.0
normal,4.59,1.06,0.85,0.0,11.0
normal,1.87,1.19,0.97,0.0,18.0
normal,1.93,1.19,0.82,0.0,15.0
normal,0.62,1.42,0.86,0.0,18.0
normal,1.22,1.36,0.95,0.0,10.0
normal,2.0,1.47,0.97,0.0,7.0
normal,3.24,1.2,0.78,0.0,17.0
normal,1.17,0.72,0.89,0.0,20.0
normal,2.92,1.13,0.78,0.0,11.0
normal,2.34,1.02,0.75,0.0,18.0
normal,3.45,1.28,0.85,0.0,21.0
normal,0.93,0.85,0.75,0.0,6.0
normal,10.6,0.98,0.87,0.0,8.0
normal,5.0,0.92,0.95,0.0,12.0
normal,0.93,1.01,0.72,0.0,14.0
anomaly,296.37,0.05,0.86,1.0,2.0
normal,6.89,1.03,0.75,0.0,20.0
normal,0.48,1.49,0.86,0.0,21.0
normal,0.0,1.29,0.75,0.0,8.0
normal,2.61,0.95,0.79,0.0,17.0
normal,0.37,1.13,0.84,0.0,22.0
normal,11.5,0.88,0.84,0.0,20.0
normal,3.35,1.28,0.71,0.0,6.0
normal,4.65,0.68,0.72,0.0,9.0
normal,5.65,1.23,0.71,0.0,15.0
normal,1.89,1.04,0.83,0.0,8.0
normal,4.97,0.85,0.89,0.0,13.0
normal,3.91,1.56,0.85,0.0,9.0
normal,2.41,1.23,0.83,0.0,22.0
normal,6.08,0.97,0.79,0.0,16.0
normal,2.39,1.17,0.82,0.0,19.0
normal,4.2,0.97,0.85,0.0,14.0
normal,5.66,1.12,0.97,0.0,19.0
normal,8.03,1.28,0.73,0.0,12.0
normal,2.06,1.21,0.89,0.0,19.0
normal,1.2,1.28,0.97,0.0,6.0
normal,1.93,1.25,0.77,0.0,19.0
normal,3.3,1.09,0.78,0.0,20.0
normal,7.03,1.47,0.78,0.0,9.0
anomaly,109.08,0.03,0.9,0.0,0.0
normal,4.12,1.51,0.84,0.0,13.0
normal,1.2,1.26,0.95,0.0,7.0
normal,0.64,0.95,0.74,0.0,18.0
normal,0.2,0.87,0.72,0.0,8.0
normal,3.22,1.5,0.97,0.0,6.0
normal,9.22,1.14,0.79,0.0,18.0
normal,3.75,1.53,0.97,0.0,9.0
normal,5.59,1.2,0.79,0.0,12.0
normal,3.14,1.22,0.87,0.0,12.0
normal,1.28,1.83,0.78,0.0,14.0
normal,7.88,1.49,0.83,0.0,7.0
normal,20.0,1.95,0.99,0.0,13.0
normal,2.4,1.4,0.92,0.0,10.0
normal,0.18,1.54,0.72,0.0,19.0
normal,1.22,0.96,1.0,0.0,11.0
normal,10.73,0.85,0.97,0.0,19.0
normal,6.51,1.47,0.85,0.0,15.0
normal,19.44,1.32,0.84,0.0,8.0
anomaly,1.91,0.85,0.73,0.0,23.0
normal,6.89,1.48,0.96,0.0,13.0
normal,4.45,1.29,0.71,0.0,6.0
normal,1.26,1.52,0.84,0.0,12.0
normal,5.26,1.16,0.73,0.0,22.0
normal,1.31,1.32,0.79,0.0,6.0
normal,1.22,1.45,0.72,0.0,21.0
normal,2.54,0.97,0.83,0.0,6.0
normal,2.54,1.16,0.76,0.0,6.0
normal,1.71,1.49,0.79,0.0,12.0
normal,8.24,1.14,0.85,0.0,19.0
normal,1.44,1.0,0.84,0.0,6.0
normal,5.6,1.59,0.82,0.0,8.0
normal,3.93,1.25,0.96,0.0,10.0
normal,7.29,1.05,0.99,0.0,10.0
normal,6.36,1.48,0.73,0.0,11.0
normal,1.01,1.52,0.97,0.0,17.0
normal,5.56,0.93,0.94,0.0,12.0
anomaly,7.54,1.36,0.95,0.0,23.0
normal,2.79,1.45,0.78,0.0,12.0
normal,0.68,1.31,0.77,0.0,14.0
normal,6.11,1.31,0.97,0.0,12.0
normal,0.55,0.82,0.83,0.0,19.0
normal,12.62,1.42,0.9,0.0,12.0
normal,3.53,1.3,0.82,0.0,17.0
normal,3.77,1.58,0.73,0.0,7.0
normal,0.63,1.41,0.78,0.0,7.0
normal,0.17,0.82,0.84,0.0,6.0
normal,1.92,1.39,0.96,0.0,21.0
normal,0.63,1.34,0.93,0.0,13.0
normal,0.52,1.34,0.85,0.0,8.0
normal,0.77,1.1,0.78,0.0,18.0
normal,6.98,1.51,0.85,0.0,9.0
normal,1.35,0.93,0.84,0.0,11.0
normal,5.08,0.98,0.78,0.0,10.0
normal,3.68,1.25,0.77,0.0,21.0
normal,9.0,1.19,0.91,0.0,21.0
normal,0.13,1.16,0.7,0.0,20.0
normal,20.0,1.49,0.79,0.0,7.0
normal,3.84,1.1,0.93,0.0,19.0
normal,7.84,1.51,0.9,0.0,16.0
normal,19.78,1.58,0.86,0.0,17.0
normal,2.16,1.22,0.78,0.0,18.0
normal,3.05,1.25,0.78,0.0,19.0
normal,1.97,1.24,0.94,0.0,11.0
normal,6.8,1.15,0.76,0.0,20.0
normal,8.53,1.12,0.88,0.0,12.0
anomaly,5.13,1.33,0.89,0.0,5.0
normal,3.79,1.2,0.9,0.0,10.0
normal,0.97,1.35,0.79,0.0,18.0
normal,14.54,1.23,0.76,0.0,22.0
normal,3.21,0.6,0.78,0.0,12.0
normal,4.31,1.34,0.72,0.0,16.0
normal,1.3,1.01,0.71,0.0,9.0
normal,3.62,0.76,0.77,0.0,17.0
normal,4.89,1.48,0.74,0.0,18.0
normal,2.77,1.36,0.98,0.0,16.0
normal,0.53,1.09,0.98,0.0,11.0
normal,0.28,1.18,0.82,0.0,8.0
normal,0.61,1.11,0.87,0.0,8.0
normal,1.75,1.39,0.76,0.0,22.0
anomaly,3.03,1.13,0.65,0.0,4.0
normal,5.27,1.41,0.8,0.0,18.0
normal,3.68,1.46,0.85,0.0,7.0
normal,17.75,1.37,0.88,0.0,8.0
normal,2.11,1.09,0.72,0.0,14.0
normal,0.54,1.01,0.87,0.0,9.0
normal,10.73,0.96,0.72,0.0,15.0
normal,0.36,1.11,0.82,0.0,12.0
normal,7.18,0.84,0.92,0.0,6.0
normal,9.75,1.75,0.73,0.0,7.0
normal,0.84,1.3,0.95,0.0,18.0
normal,3.64,0.98,0.81,0.0,7.0
normal,0.17,0.59,0.94,0.0,6.0
normal,9.11,0.83,0.95,0.0,12.0
normal,1.9,1.48,0.93,0.0,15.0
normal,12.85,1.04,0.88,0.0,15.0
normal,11.93,0.84,0.81,0.0,9.0
normal,0.75,1.5,0.86,0.0,20.0
normal,1.02,1.17,0.99,0.0,7.0
normal,4.93,1.13,0.88,0.0,15.0
normal,6.24,0.94,0.86,0.0,12.0
normal,1.46,1.05,0.79,0.0,13.0
normal,4.77,0.95,0.95,0.0,18.0
normal,1.18,1.26,0.81,0.0,9.0
normal,20.0,1.52,0.94,0.0,22.0
normal,9.93,1.81,0.94,0.0,12.0
normal,17.31,0.78,0.93,0.0,19.0
normal,1.93,1.47,0.94,0.0,20.0
normal,0.61,1.39,0.93,0.0,11.0
normal,0.65,1.17,0.94,0.0,7.0
normal,2.45,0.78,0.96,0.0,15.0
normal,1.23,1.13,0.77,0.0,22.0
normal,8.07,1.24,0.74,0.0,13.0
normal,1.98,1.01,0.9,0.0,20.0
normal,0.52,1.1,0.73,0.0,17.0
normal,10.68,0.67,0.85,0.0,11.0
normal,5.94,1.2,0.78,0.0,10.0
normal,4.45,0.75,0.8,0.0,17.0
normal,3.18,1.07,0.81,0.0,19.0
normal,0.55,1.3,0.74,0.0,14.0
normal,0.81,0.81,0.97,0.0,18.0
normal,2.31,1.09,0.75,0.0,20.0
normal,2.41,0.61,0.9,0.0,21.0
normal,0.93,1.0,0.84,0.0,6.0
normal,5.25,1.71,0.85,0.0,12.0
normal,3.44,0.93,0.94,0.0,12.0
normal,7.28,1.48,0.91,0.0,18.0
normal,2.17,0.92,0.83,0.0,7.0
normal,2.07,1.59,0.75,0.0,8.0
normal,1.84,1.19,0.98,0.0,10.0
normal,8.15,0.85,0.8,0.0,12.0
normal,3.37,1.91,0.74,0.0,20.0
normal,3.03,1.51,0.77,0.0,11.0
normal,2.12,1.63,0.89,0.0,19.0
normal,9.16,1.35,0.94,0.0,19.0
normal,0.77,1.22,0.93,0.0,17.0
normal,11.62,0.76,0.82,0.0,10.0
normal,3.3,1.41,0.97,0.0,21.0
normal,0.56,0.95,0.76,0.0,12.0
normal,1.61,1.28,0.72,0.0,10.0
normal,3.67,1.09,0.9,0.0,10.0
normal,4.3,0.68,0.91,0.0,10.0
normal,9.98,1.51,0.94,0.0,21.0
anomaly,115.72,0.14,0.85,1.0,11.0
normal,4.44,0.94,0.91,0.0,10.0
normal,0.75,0.82,0.75,0.0,20.0
normal,7.18,0.7,0.74,0.0,10.0
normal,1.43,1.02,0.87,0.0,10.0
normal,0.6,1.15,0.82,0.0,11.0
normal,1.22,1.51,0.83,0.0,22.0
normal,7.01,1.43,0.91,0.0,7.0
normal,2.23,1.5,0.95,0.0,22.0
normal,10.51,1.14,0.99,0.0,6.0
normal,7.4,1.2,0.8,0.0,13.0
normal,2.04,1.37,0.88,0.0,21.0
normal,7.39,1.2,0.94,0.0,15.0
normal,14.64,1.21,0.77,0.0,7.0
normal,2.41,1.12,0.9,0.0,12.0
anomaly,9.4,1.44,0.94,0.0,3.0
normal,6.46,1.04,0.73,0.0,14.0
normal,0.0,1.26,0.8,0.0,7.0
normal,3.87,1.39,0.97,0.0,10.0
normal,0.45,0.81,0.83,0.0,19.0
normal,7.83,0.85,0.97,0.0,10.0
normal,1.29,1.02,0.92,0.0,15.0
normal,20.0,1.31,0.88,0.0,8.0
normal,0.45,1.52,0.98,0.0,13.0
normal,3.11,1.31,0.94,0.0,7.0
normal,4.72,1.64,0.77,0.0,21.0
normal,0.31,1.27,0.74,0.0,6.0
normal,9.34,1.18,0.88,0.0,11.0
normal,7.19,0.85,0.9,0.0,15.0
normal,1.38,1.36,0.87,0.0,22.0
normal,1.81,1.42,0.76,0.0,6.0
normal,8.06,1.29,0.89,0.0,21.0
normal,2.89,0.93,0.8,0.0,21.0
normal,0.99,0.67,0.75,0.0,18.0
normal,2.88,0.91,0.85,0.0,21.0
normal,0.99,1.48,0.84,0.0,10.0
normal,10.1,1.44,1.0,0.0,8.0
normal,1.18,1.23,0.72,0.0,6.0
normal,3.78,0.91,0.94,0.0,10.0
normal,3.15,0.93,0.72,0.0,6.0
normal,0.0,0.56,0.71,0.0,19.0
normal,2.82,1.47,0.93,0.0,14.0
normal,5.35,1.57,0.73,0.0,9.0
normal,11.2,1.59,1.0,0.0,19.0
anomaly,39.65,0.16,0.99,0.0,18.0
normal,0.52,1.45,0.73,0.0,21.0
normal,0.99,0.99,0.96,0.0,13.0
anomaly,100.41,0.03,0.85,0.0,6.0
normal,0.16,1.1,0.83,0.0,13.0
normal,1.32,1.23,0.85,0.0,20.0
normal,1.58,1.57,0.87,0.0,14.0
normal,1.37,1.3,0.98,0.0,16.0
normal,14.23,1.04,0.71,0.0,17.0
normal,3.39,1.43,0.92,0.0,8.0
normal,1.75,1.01,0.87,0.0,10.0
normal,1.99,1.35,0.78,0.0,12.0
normal,2.73,1.55,0.78,0.0,6.0
normal,5.81,1.14,0.99,0.0,18.0
normal,3.53,1.85,0.77,0.0,20.0
normal,0.96,1.14,0.89,0.0,12.0
anomaly,55.62,0.27,0.71,0.0,11.0
normal,3.08,1.51,0.94,0.0,19.0
normal,7.43,0.88,0.8,0.0,6.0
normal,9.19,1.4,0.8,0.0,18.0
normal,2.67,1.33,0.79,0.0,21.0
normal,5.02,1.23,0.93,0.0,11.0
normal,6.89,0.97,0.75,0.0,20.0
normal,0.95,1.35,0.96,0.0,10.0
normal,0.2,1.27,0.99,0.0,19.0
normal,0.12,1.14,0.79,0.0,22.0
anomaly,3.02,1.07,0.8,0.0,5.0
normal,3.45,1.45,0.84,0.0,20.0
normal,2.26,0.99,0.82,0.0,17.0
normal,3.22,0.51,0.81,0.0,20.0
normal,16.75,1.45,0.83,0.0,6.0
normal,4.99,0.87,0.8,0.0,18.0
normal,2.81,1.09,0.93,0.0,9.0
normal,1.45,0.84,0.81,0.0,17.0
normal,8.63,1.27,0.78,0.0,11.0
normal,4.63,1.11,0.91,0.0,17.0
normal,0.15,1.25,0.77,0.0,9.0
normal,2.55,1.35,0.93,0.0,16.0
normal,0.82,1.06,0.97,0.0,21.0
normal,20.0,1.06,0.92,0.0,11.0
anomaly,8.99,0.89,0.83,0.0,5.0
normal,1.84,1.61,0.84,0.0,19.0
normal,19.54,1.34,0.94,0.0,9.0
normal,0.47,1.69,0.78,0.0,6.0
normal,10.89,1.11,1.0,0.0,19.0
normal,2.74,1.1,0.83,0.0,14.0
normal,3.06,1.23,0.93,0.0,20.0
normal,2.4,0.6,0.83,0.0,6.0
normal,3.17,1.13,0.72,0.0,6.0
normal,7.99,1.11,0.94,0.0,12.0
normal,1.11,1.1,0.9,0.0,20.0
normal,9.58,1.12,0.77,0.0,8.0
normal,2.52,1.15,0.86,0.0,18.0
normal,2.48,1.17,0.71,0.0,20.0
normal,10.31,1.31,0.9,0.0,10.0
normal,8.16,1.49,0.83,0.0,10.0
normal,0.01,0.96,0.85,0.0,11.0
normal,3.46,1.31,0.86,0.0,20.0
normal,3.62,1.59,0.77,0.0,9.0
normal,1.46,1.27,1.0,0.0,14.0
normal,4.45,1.31,0.73,0.0,12.0
normal,12.54,1.21,0.95,0.0,7.0
anomaly,255.77,0.07,0.99,1.0,0.0
normal,19.26,1.47,0.71,0.0,8.0
normal,1.12,1.16,0.99,0.0,16.0
normal,8.19,1.51,0.83,0.0,19.0
normal,4.43,0.99,0.92,0.0,6.0
normal,2.5,1.14,0.99,0.0,19.0
normal,0.72,1.29,0.73,0.0,16.0
normal,1.74,1.22,0.86,0.0,10.0
normal,3.48,1.4,0.85,0.0,21.0
normal,1.3,1.05,0.74,0.0,7.0
normal,7.31,0.79,0.94,0.0,14.0
normal,0.72,1.47,0.95,0.0,6.0
normal,0.53,1.54,0.87,0.0,19.0
normal,1.03,0.97,0.94,0.0,13.0
normal,0.59,0.83,0.83,0.0,6.0
normal,1.24,1.29,0.91,0.0,9.0
normal,1.61,1.35,0.72,0.0,17.0
normal,6.26,2.21,0.95,0.0,18.0
normal,1.81,1.38,0.82,0.0,12.0
normal,5.23,1.1,0.72,0.0,19.0
normal,5.85,1.34,0.76,0.0,14.0
normal,2.46,1.73,0.93,0.0,14.0
anomaly,64.24,0.2,0.61,0.0,12.0
normal,10.53,0.72,0.81,0.0,21.0
normal,20.0,1.14,0.74,0.0,14.0
normal,2.8,1.45,0.71,0.0,16.0
normal,3.63,0.75,0.89,0.0,6.0
normal,0.14,1.49,0.81,0.0,14.0
normal,14.32,1.04,0.92,0.0,17.0
normal,0.6,1.03,0.92,0.0,10.0
normal,6.14,1.01,0.9,0.0,22.0
normal,6.16,1.44,0.94,0.0,16.0
normal,0.58,1.63,0.78,0.0,18.0
normal,0.89,1.1,0.9,0.0,7.0
normal,4.77,1.13,0.97,0.0,12.0
normal,0.93,1.31,0.95,0.0,20.0
normal,0.31,1.13,0.91,0.0,12.0
normal,6.82,1.38,0.71,0.0,18.0
normal,2.46,1.56,0.93,0.0,20.0
normal,2.61,1.24,0.78,0.0,13.0
normal,0.91,1.04,0.87,0.0,20.0
normal,7.7,1.43,0.88,0.0,16.0
normal,7.63,1.57,0.74,0.0,12.0
normal,9.48,1.07,0.74,0.0,20.0
normal,9.33,1.15,0.98,0.0,12.0
normal,1.38,1.32,0.71,0.0,18.0
normal,0.72,0.79,0.99,0.0,16.0
normal,20.0,0.9,0.88,0.0,9.0
normal,0.66,0.73,0.73,0.0,21.0
normal,10.01,1.31,0.79,0.0,21.0
normal,0.91,1.36,0.97,0.0,19.0
normal,6.63,1.12,0.87,0.0,7.0
normal,5.77,0.93,0.75,0.0,14.0
normal,2.25,1.02,0.73,0.0,6.0
normal,19.75,0.79,0.94,0.0,6.0
normal,0.22,0.82,0.78,0.0,19.0
normal,2.92,1.62,0.92,0.0,15.0
normal,4.65,0.63,0.75,0.0,14.0
normal,1.78,1.47,0.98,0.0,6.0
normal,5.34,2.04,0.75,0.0,6.0
normal,4.37,0.92,0.93,0.0,8.0
normal,0.76,0.96,0.99,0.0,20.0
normal,4.74,1.5,0.86,0.0,14.0
normal,14.47,1.56,0.91,0.0,10.0
normal,11.59,1.85,0.95,0.0,18.0
normal,4.55,1.18,0.71,0.0,21.0
normal,0.4,1.14,0.83,0.0,17.0
normal,0.16,0.68,0.7,0.0,14.0
normal,3.02,0.61,0.76,0.0,12.0
normal,0.74,1.15,0.85,0.0,15.0
normal,13.7,0.46,0.85,0.0,8.0
normal,2.09,1.0,0.98,0.0,15.0
normal,6.32,1.31,0.83,0.0,22.0
normal,4.75,0.73,0.89,0.0,13.0
normal,10.57,1.49,0.94,0.0,12.0
normal,5.42,1.0,0.82,0.0,17.0
normal,9.03,1.41,0.89,0.0,21.0
normal,2.09,1.57,0.72,0.0,10.0
normal,0.13,1.28,0.72,0.0,11.0
normal,0.33,1.11,0.82,0.0,15.0
normal,8.6,0.63,0.98,0.0,11.0
normal,1.62,1.28,0.78,0.0,18.0
normal,3.53,1.18,0.79,0.0,17.0
normal,10.18,0.99,0.82,0.0,15.0
normal,3.94,1.04,0.84,0.0,17.0
normal,7.02,0.91,0.87,0.0,19.0
normal,1.23,1.01,0.89,0.0,9.0
normal,4.79,1.3,0.86,0.0,11.0
normal,6.34,1.42,0.87,0.0,20.0
normal,2.22,1.54,0.95,0.0,13.0
normal,4.76,1.24,0.84,0.0,13.0
normal,2.94,1.32,0.81,0.0,13.0
normal,3.17,1.93,0.81,0.0,20.0
normal,2.15,1.22,0.91,0.0,22.0
normal,1.58,1.06,0.94,0.0,19.0
normal,4.73,1.12,0.79,0.0,10.0
normal,8.34,1.14,0.82,0.0,21.0
normal,7.17,0.86,0.81,0.0,9.0
normal,1.41,0.9,0.83,0.0,17.0
normal,8.41,0.97,0.84,0.0,16.0
normal,0.19,1.45,0.98,0.0,17.0
normal,3.72,1.29,0.72,0.0,18.0
normal,2.82,1.66,0.9,0.0,22.0
normal,0.57,1.32,0.91,0.0,7.0
normal,0.12,1.4,0.72,0.0,7.0
normal,8.05,1.62,0.75,0.0,10.0
normal,0.95,1.26,0.78,0.0,13.0
normal,4.86,1.11,0.73,0.0,15.0
anomaly,0.77,1.44,0.87,0.0,0.0
normal,2.57,1.73,0.88,0.0,12.0
normal,4.33,0.69,0.75,0.0,11.0
normal,1.01,1.29,0.81,0.0,8.0
normal,4.91,1.07,0.82,0.0,9.0
normal,2.46,1.67,0.73,0.0,16.0
normal,9.7,1.02,0.78,0.0,20.0
normal,0.62,1.51,0.75,0.0,21.0
normal,0.15,1.46,0.95,0.0,15.0
normal,8.1,1.36,0.98,0.0,20.0
normal,1.72,0.94,0.76,0.0,13.0
normal,0.64,1.74,0.99,0.0,22.0
normal,2.91,1.5,0.71,0.0,16.0
normal,1.91,0.83,0.95,0.0,16.0
normal,5.43,1.07,0.8,0.0,19.0
normal,3.03,1.33,0.93,0.0,9.0
normal,0.91,0.53,0.84,0.0,11.0
normal,1.65,1.23,0.99,0.0,15.0
normal,3.44,1.21,0.82,0.0,18.0
normal,12.06,1.32,0.87,0.0,20.0
normal,2.44,1.19,0.74,0.0,8.0
normal,0.34,1.12,0.83,0.0,10.0
normal,15.95,1.56,0.98,0.0,16.0
normal,3.59,0.83,0.83,0.0,17.0
normal,2.51,0.95,0.76,0.0,10.0
normal,4.04,1.02,0.74,0.0,13.0
normal,11.22,1.24,0.85,0.0,13.0
normal,5.44,1.42,0.75,0.0,6.0
normal,1.56,0.86,0.76,0.0,13.0
normal,2.47,1.56,0.7,0.0,8.0
normal,11.87,0.71,0.88,0.0,19.0
normal,2.51,1.29,0.8,0.0,21.0
normal,4.36,1.59,0.84,0.0,15.0
normal,2.26,1.02,0.76,0.0,7.0
normal,5.96,0.96,0.85,0.0,17.0
normal,5.2,0.75,0.89,0.0,19.0
normal,5.69,1.12,0.83,0.0,12.0
normal,14.72,1.08,0.78,0.0,21.0
normal,12.77,1.33,0.91,0.0,6.0
normal,0.31,1.28,0.94,0.0,6.0
normal,3.64,1.7,0.76,0.0,8.0
normal,15.99,1.57,0.85,0.0,15.0
normal,2.85,1.41,0.89,0.0,18.0
normal,3.27,1.5,0.91,0.0,20.0
